loss,Train,Validation,Test
2.4540047645568848,0.26284444444444444,0.2584,0.2639
2.317957878112793,0.25624444444444444,0.2572,0.2684
2.447354793548584,0.3078666666666667,0.3036,0.3117
1.6491279602050781,0.33224444444444445,0.325,0.3334
2.1939125061035156,0.3464888888888889,0.3382,0.3216
2.206270933151245,0.37333333333333335,0.3678,0.3569
2.045868158340454,0.3897555555555556,0.3878,0.3687
2.0634002685546875,0.4115111111111111,0.426,0.4072
2.006275177001953,0.4590222222222222,0.4538,0.4271
1.5520975589752197,0.4839333333333333,0.479,0.4467
1.96763277053833,0.5024666666666666,0.4994,0.4444
1.9686540365219116,0.5242444444444444,0.5212,0.4986
1.7316007614135742,0.5384222222222222,0.5416,0.5033
1.9442474842071533,0.5615777777777777,0.5542,0.5224
2.3084566593170166,0.5817555555555556,0.576,0.5313
1.7958728075027466,0.6150666666666667,0.6002,0.5729
1.6414707899093628,0.6397111111111111,0.6332,0.5874
1.8277873992919922,0.6456444444444445,0.6328,0.6134
1.596451759338379,0.6288222222222222,0.6164,0.585
1.8621017932891846,0.6424,0.6348,0.6067
2.2888526916503906,0.6759555555555555,0.663,0.6201
1.5897406339645386,0.6714888888888889,0.6644,0.6301
1.705187439918518,0.6724444444444444,0.6684,0.6268
2.2013583183288574,0.7,0.6952,0.6515
1.8197433948516846,0.7041555555555555,0.693,0.6534
1.7223591804504395,0.7066,0.7018,0.6524
1.7109721899032593,0.7142444444444445,0.6996,0.6736
1.7336218357086182,0.7080888888888889,0.7012,0.6559
1.5911893844604492,0.7130444444444445,0.6956,0.6487
1.6824074983596802,0.7267777777777777,0.7116,0.6742
1.9257566928863525,0.7235333333333334,0.7138,0.6876
1.7788962125778198,0.7250222222222222,0.7168,0.6731
1.812275767326355,0.7351333333333333,0.7196,0.6994
1.7107481956481934,0.7301111111111112,0.7202,0.6823
1.8284881114959717,0.7382888888888889,0.7294,0.6963
2.0968844890594482,0.7421333333333333,0.7316,0.6881
1.8296113014221191,0.7364222222222222,0.7194,0.6963
1.8132762908935547,0.7428,0.738,0.7026
1.8356969356536865,0.7461555555555556,0.7436,0.6905
1.7874952554702759,0.7373111111111111,0.7286,0.6791
1.825771689414978,0.7518444444444444,0.7364,0.7018
1.7754076719284058,0.7519777777777777,0.7348,0.691
1.811976671218872,0.7559111111111111,0.7462,0.6925
1.7396129369735718,0.7512,0.7376,0.7056
1.6780085563659668,0.7628,0.7488,0.69
1.548926830291748,0.7665555555555555,0.7538,0.7164
1.7615464925765991,0.7600888888888889,0.7582,0.7058
1.683687448501587,0.7631555555555556,0.7486,0.722
1.966552972793579,0.7531777777777777,0.7364,0.6943
2.0906918048858643,0.7448,0.744,0.6977
1.710030436515808,0.7568888888888889,0.7466,0.7048
1.9501032829284668,0.7763777777777778,0.7588,0.7243
1.6955742835998535,0.7655555555555555,0.744,0.7074
2.0557470321655273,0.7683333333333333,0.7592,0.7028
1.8401858806610107,0.7561333333333333,0.7446,0.7027
1.7297165393829346,0.7761111111111111,0.7634,0.7072
1.742331624031067,0.7745111111111112,0.7658,0.7235
1.596067190170288,0.7638444444444444,0.7444,0.7022
1.9493452310562134,0.7805333333333333,0.77,0.7394
1.4977455139160156,0.7731333333333333,0.764,0.7108
1.6845849752426147,0.83,0.813,0.7717
1.5861235857009888,0.8372666666666667,0.8152,0.7749
1.4980672597885132,0.8414666666666667,0.8216,0.783
1.5893332958221436,0.8475555555555555,0.825,0.7876
1.8446521759033203,0.8517555555555556,0.829,0.7916
1.7653026580810547,0.8547111111111111,0.8334,0.7882
1.6792351007461548,0.8581111111111112,0.8382,0.7992
1.4650139808654785,0.8608222222222223,0.8338,0.7995
1.5871614217758179,0.8610888888888889,0.832,0.8006
1.7347389459609985,0.8628222222222223,0.8324,0.7979
1.584024429321289,0.8604888888888889,0.8326,0.7937
1.5854463577270508,0.8670888888888889,0.8408,0.8043
1.8887001276016235,0.8698,0.8464,0.808
1.6004054546356201,0.8699555555555556,0.8424,0.8053
1.712874412536621,0.8703333333333333,0.8426,0.7998
1.699098825454712,0.8726888888888888,0.8434,0.8017
1.5543067455291748,0.8747333333333334,0.8428,0.8039
1.7159066200256348,0.8736,0.8508,0.8112
1.8267567157745361,0.8777777777777778,0.8526,0.8117
1.5861835479736328,0.8770888888888889,0.8498,0.8081
1.5804017782211304,0.8808666666666667,0.8452,0.8131
1.6903232336044312,0.8795555555555555,0.8472,0.8142
1.5623412132263184,0.8828,0.8492,0.8107
1.7060375213623047,0.8820666666666667,0.853,0.8076
1.5443247556686401,0.8856666666666667,0.8488,0.8136
1.8705558776855469,0.8837333333333334,0.8466,0.8088
1.4815505743026733,0.8864,0.8518,0.8136
1.8326526880264282,0.8886,0.8544,0.8188
1.5919806957244873,0.8884222222222222,0.842,0.8198
1.6568092107772827,0.8888222222222222,0.851,0.8189
