loss,Train,Validation,Test
2.214877128601074,0.2972444444444444,0.2974,0.3036
2.001214027404785,0.3419111111111111,0.3478,0.3462
2.0635457038879395,0.38997777777777776,0.3948,0.3965
2.01811146736145,0.44162222222222225,0.4518,0.4468
2.1475138664245605,0.4774888888888889,0.482,0.4644
2.2186875343322754,0.5320888888888888,0.534,0.537
2.079596996307373,0.5461333333333334,0.535,0.5453
1.8117177486419678,0.5765777777777777,0.5734,0.5726
1.9552910327911377,0.5805333333333333,0.5802,0.571
2.042215585708618,0.6175333333333334,0.6126,0.6092
1.9575170278549194,0.5942444444444445,0.584,0.5892
2.1530444622039795,0.6087111111111111,0.61,0.6058
1.7286335229873657,0.6393333333333333,0.6306,0.6328
2.0169248580932617,0.6402888888888889,0.6448,0.6328
1.8609488010406494,0.6243555555555556,0.62,0.6171
2.085339307785034,0.6471111111111111,0.6458,0.6288
1.9890751838684082,0.639,0.6332,0.621
1.5870914459228516,0.6457555555555555,0.6392,0.6358
1.7092983722686768,0.6596,0.6472,0.6518
2.025541067123413,0.6611777777777778,0.654,0.6432
1.8379836082458496,0.6835555555555556,0.6666,0.6517
1.9471404552459717,0.6628,0.6698,0.6654
1.8853206634521484,0.6778,0.6794,0.6716
1.754661202430725,0.6721555555555555,0.6676,0.6461
1.7224215269088745,0.6838222222222222,0.6748,0.6582
1.8577311038970947,0.6977111111111111,0.6986,0.6919
1.8712393045425415,0.6904888888888889,0.6974,0.6788
2.04640531539917,0.7069777777777778,0.7134,0.7048
2.130051612854004,0.6938222222222222,0.6916,0.6758
1.8332444429397583,0.6982888888888888,0.6894,0.6828
1.84700345993042,0.7156444444444444,0.711,0.6932
1.9127147197723389,0.7085555555555556,0.7098,0.6956
1.541177749633789,0.7093111111111111,0.7044,0.6926
1.4998888969421387,0.7265111111111111,0.7328,0.7044
1.5864794254302979,0.7255111111111111,0.7214,0.6909
2.204244613647461,0.6887111111111112,0.683,0.6681
1.5443493127822876,0.7105777777777778,0.7058,0.6934
1.810434341430664,0.7236888888888889,0.7174,0.7015
1.9256742000579834,0.731,0.7262,0.7128
1.6794379949569702,0.7052222222222222,0.7058,0.679
1.7863342761993408,0.7317333333333333,0.7258,0.7099
1.8793960809707642,0.7460888888888889,0.7416,0.7208
1.7525174617767334,0.7358,0.7344,0.727
2.033100128173828,0.7311111111111112,0.729,0.7124
1.866195797920227,0.7522666666666666,0.7484,0.7289
1.649489164352417,0.7395777777777778,0.74,0.7343
1.8302240371704102,0.7564888888888889,0.7564,0.7368
1.5938090085983276,0.7480888888888889,0.7414,0.7265
1.7235831022262573,0.7409333333333333,0.7334,0.7206
1.6482893228530884,0.7656444444444445,0.7534,0.7365
1.9692498445510864,0.7640222222222223,0.7594,0.7358
1.5832395553588867,0.769,0.7658,0.7442
1.8336337804794312,0.7736,0.7624,0.7444
1.933741569519043,0.7662444444444444,0.758,0.7341
1.6576569080352783,0.7742444444444444,0.7604,0.7535
1.7451198101043701,0.7738,0.7718,0.7518
1.7193422317504883,0.7854444444444444,0.7724,0.7591
1.6929099559783936,0.7756888888888889,0.769,0.7598
1.8753594160079956,0.7824444444444445,0.7774,0.7504
1.836134910583496,0.7886888888888889,0.7868,0.756
1.8358908891677856,0.7933111111111111,0.7834,0.768
1.7998090982437134,0.7929333333333334,0.7764,0.7603
2.02242112159729,0.7982888888888889,0.7932,0.7612
1.4657268524169922,0.7943555555555556,0.7852,0.7494
1.734603762626648,0.8008222222222222,0.7904,0.7705
1.5958534479141235,0.8098444444444445,0.8,0.797
1.9345296621322632,0.8049555555555555,0.7948,0.7758
1.8295499086380005,0.8119555555555555,0.7966,0.7808
1.7097654342651367,0.8176888888888889,0.8058,0.7911
1.8439772129058838,0.8185333333333333,0.8014,0.7812
1.5847787857055664,0.8274,0.8156,0.7968
1.6029192209243774,0.8296222222222223,0.813,0.7959
1.7644644975662231,0.8318444444444445,0.808,0.7973
1.462976098060608,0.8373777777777778,0.8168,0.8084
1.832709789276123,0.8404,0.8202,0.8063
1.7110066413879395,0.8478666666666667,0.8272,0.8095
1.6057703495025635,0.8486,0.8226,0.8113
1.461388111114502,0.8484,0.8314,0.8109
1.635406732559204,0.8552,0.8344,0.8123
1.5715997219085693,0.8607111111111111,0.8382,0.8146
1.5914247035980225,0.8634666666666667,0.8424,0.818
1.5868958234786987,0.8675111111111111,0.84,0.821
1.786853551864624,0.8639333333333333,0.8476,0.8237
1.824899435043335,0.871,0.8506,0.8241
1.4729784727096558,0.8734222222222222,0.8524,0.8313
1.6190953254699707,0.8783777777777778,0.8476,0.8307
1.4860824346542358,0.8799777777777777,0.8552,0.8307
1.6976613998413086,0.8826666666666667,0.8602,0.8323
1.7017085552215576,0.8858888888888888,0.8552,0.8326
1.4952235221862793,0.8856888888888889,0.8598,0.8349
1.8126540184020996,0.8884444444444445,0.8556,0.8379
1.585479736328125,0.8883555555555556,0.8616,0.8396
1.8488032817840576,0.8921777777777777,0.8602,0.8401
1.8480513095855713,0.8929555555555555,0.8608,0.8362
1.493591547012329,0.8934666666666666,0.864,0.839
1.4722291231155396,0.8945333333333333,0.8602,0.8412
1.6700998544692993,0.8942,0.8626,0.8414
1.9475557804107666,0.8944444444444445,0.8584,0.8412
1.8119453191757202,0.8949777777777778,0.862,0.8419
1.7219421863555908,0.8937111111111111,0.8668,0.8421
